utility,niter,time
82.5711252626765,40,0.003850221633911133
95.65623836092362,9,0.0008413791656494141
202.05366816430382,23,0.0020608901977539062
152.3711796605159,63,0.007706165313720703
205.85026827157367,34,0.002810955047607422
111.55913598196987,87,0.007082939147949219
104.71807990136823,16,0.0012879371643066406
123.26613718356963,2,0.00017786026000976562
121.32312254854202,102,0.012112140655517578
172.03840626788642,139,0.011636018753051758
123.4597239481557,15,0.0014545917510986328
226.98194147767285,6,0.000499725341796875
118.5280613364377,30,0.002349376678466797
101.18853419308522,31,0.0024831295013427734
72.51580156896054,6,0.00048041343688964844
129.21836142119923,8,0.0006341934204101562
123.41399229017706,17,0.0013246536254882812
84.83417686275621,151,0.012694835662841797
146.61780139765824,35,0.0029115676879882812
151.40290311603533,13,0.0009872913360595703
260.14854099329926,24,0.0017490386962890625
105.85431796079702,13,0.0014503002166748047
165.77377164733207,4,0.0005357265472412109
88.98105659987456,9,0.0006861686706542969
160.25467086612986,26,0.0018589496612548828
112.017336092747,2,0.00015807151794433594
58.535448759769935,12,0.0009567737579345703
60.442064400923115,15,0.0011565685272216797
58.71843163044018,27,0.0019040107727050781
140.05694995405378,3,0.0002384185791015625
156.22480901258353,3,0.00032019615173339844
124.12574657920459,17,0.0013425350189208984
141.1995811747874,3,0.00023245811462402344
78.45561947925454,23,0.0016345977783203125
139.80967132658077,35,0.002466917037963867
67.65222348259185,31,0.0022897720336914062
122.80275646462363,96,0.006478786468505859
100.77632621957441,36,0.002522706985473633
116.35511884711445,10,0.0008096694946289062
192.86197590910342,1,8.559226989746094e-05
83.0157371519885,13,0.0010204315185546875
121.77348196667107,14,0.0010924339294433594
126.39787547694908,37,0.0035784244537353516
145.00810748177796,41,0.005898237228393555
114.39944445057236,15,0.0011866092681884766
110.63638031590652,17,0.0013835430145263672
152.30116448766498,30,0.002411365509033203
232.04789174128118,282,0.021811962127685547
128.15105198504986,3,0.0003147125244140625
184.65334342686518,51,0.00427699089050293
154.73999771816491,6,0.0004336833953857422
158.33116244642196,38,0.002735137939453125
101.61271061498678,108,0.007803440093994141
58.41078130581478,69,0.004543304443359375
200.26286586603158,85,0.005905866622924805
168.2170279834446,4,0.0002682209014892578
110.20008414187191,11,0.0007023811340332031
77.31573491312011,1,8.821487426757812e-05
188.72322505314406,36,0.0023462772369384766
113.87181566043526,21,0.001336812973022461
107.97659361054485,21,0.0013439655303955078
97.86430146425107,0,1.4781951904296875e-05
133.55218543290323,4,0.00026679039001464844
149.3907314617362,6,0.00039505958557128906
94.29511410994762,20,0.0012760162353515625
143.1096553779566,32,0.002277374267578125
206.60348120955973,36,0.0023055076599121094
54.907260744394044,17,0.0011005401611328125
67.20290016634284,6,0.0003955364227294922
128.5798289045897,16,0.0010290145874023438
147.72106449935612,5,0.00033020973205566406
124.35495659009001,6,0.00039505958557128906
164.55848082612792,21,0.0013704299926757812
90.77175697993572,13,0.0008304119110107422
79.6063474648079,30,0.002298116683959961
113.11429091908673,182,0.011956930160522461
171.0352516058481,95,0.0072040557861328125
117.17884646813302,12,0.0016257762908935547
137.87229258245884,53,0.006660938262939453
89.41348757610324,3,0.0003025531768798828
171.90894247503405,61,0.00584864616394043
226.9392380601657,22,0.0015172958374023438
122.89561437439565,4,0.00028443336486816406
91.06614741875887,7,0.0005600452423095703
164.03825645776485,15,0.001512289047241211
106.25226909477179,10,0.0006861686706542969
84.17411972486096,10,0.0006794929504394531
120.33993341302073,6,0.00041675567626953125
117.4757151363192,38,0.0027403831481933594
157.44669801730998,0,1.621246337890625e-05
110.28244403084895,287,0.021059751510620117
142.433103180853,77,0.005300283432006836
95.23309038242635,64,0.0043179988861083984
185.9256721844319,28,0.0019297599792480469
132.225705353342,23,0.0014727115631103516
80.50753095501958,47,0.003042459487915039
186.80841929915033,125,0.008220434188842773
163.62548420631896,31,0.002095937728881836
95.36115735329511,0,1.5020370483398438e-05
174.67283390022945,1,7.987022399902344e-05
113.74811475656907,2,0.0001442432403564453
179.8587832180743,57,0.0036742687225341797
128.05742770605949,5,0.00032711029052734375
132.38773614913833,24,0.0015769004821777344
192.10082555196473,140,0.009030818939208984
110.93156256963738,11,0.0007684230804443359
160.63452724466026,75,0.0047953128814697266
166.43938706474333,30,0.0019195079803466797
72.52244551886,23,0.0014531612396240234
134.99422323972874,10,0.0006401538848876953
132.0473414557605,67,0.004549741744995117
99.0448564736061,19,0.0012214183807373047
89.84055616564993,42,0.0026979446411132812
81.04925534103504,30,0.001893758773803711
184.63248415685572,20,0.001375436782836914
127.09891921762997,11,0.0008044242858886719
73.41799103524907,26,0.0017864704132080078
188.73069289318195,103,0.011355161666870117
157.7134189674904,21,0.001745462417602539
104.00185558411472,24,0.0019342899322509766
172.38402445171135,50,0.0036725997924804688
83.48881048386433,20,0.0014424324035644531
143.47481537170114,5,0.00035762786865234375
92.1520964474667,13,0.001010894775390625
155.97019343343194,5,0.00037217140197753906
161.60190006283145,7,0.0005626678466796875
68.95418340486233,15,0.0010738372802734375
179.65068874612246,28,0.002239704132080078
