,utility,niter,time
0,8551.583419296727,31,0.0015735626220703125
1,8420.396963544232,38,0.0017495155334472656
2,8799.96890197751,38,0.00164031982421875
3,8100.586392628904,36,0.001657724380493164
4,8961.52999671684,42,0.0016834735870361328
5,8854.466375844033,41,0.00160980224609375
6,8397.278013614126,45,0.0018715858459472656
7,8597.590436345323,41,0.0016090869903564453
8,7858.618011981695,30,0.0012164115905761719
9,8708.98119048342,41,0.0017535686492919922
10,8156.399368010238,28,0.0011053085327148438
11,7914.783587605764,38,0.0014917850494384766
12,8106.289236150683,32,0.001287698745727539
13,9008.96305076011,31,0.0012187957763671875
14,8238.959374341579,40,0.0015451908111572266
15,9035.406741263814,44,0.001878499984741211
16,8244.692554776257,32,0.001260995864868164
17,9770.008359489835,46,0.0017948150634765625
18,8115.726690873285,36,0.001954317092895508
19,7709.863836909773,33,0.0014514923095703125
20,8720.720936914819,28,0.001093149185180664
21,8259.053975414432,34,0.0013403892517089844
22,9121.16478307383,40,0.0016758441925048828
23,9151.144597364888,56,0.0022084712982177734
24,9121.192646697898,29,0.0011243820190429688
25,8221.651289982852,32,0.0012423992156982422
26,8185.238032832164,38,0.0014979839324951172
27,8331.587622618623,32,0.0012536048889160156
28,8540.390740461835,34,0.001439809799194336
29,8418.739069870771,34,0.0013108253479003906
30,8463.407852594952,37,0.0018584728240966797
31,9116.759935275255,42,0.0016741752624511719
32,7753.810891324127,33,0.0012946128845214844
33,8548.055831055546,36,0.0013866424560546875
34,7896.3336082511905,35,0.0015652179718017578
35,8888.075496824145,38,0.0017876625061035156
36,9415.547661783461,39,0.0015060901641845703
37,8437.021184722205,37,0.0014886856079101562
38,8843.514541181747,33,0.0012760162353515625
39,9017.366670878599,51,0.001955747604370117
40,7933.027589889513,28,0.0010976791381835938
41,8505.213177871114,41,0.0016715526580810547
42,8862.928328770453,47,0.0022192001342773438
43,8207.861621382806,35,0.0014917850494384766
44,7609.208369654413,34,0.001323699951171875
45,9171.882462681284,42,0.001645803451538086
46,8480.00205130052,35,0.0013480186462402344
47,8453.560302747925,35,0.0014774799346923828
48,8546.511529880956,39,0.001500844955444336
49,8135.522143971472,38,0.0015032291412353516
50,8324.336414691672,37,0.001438140869140625
51,8796.296476348445,47,0.0018160343170166016
52,8149.132810721863,46,0.0017924308776855469
53,7713.313330365929,44,0.0021567344665527344
54,8663.39252220744,37,0.0016400814056396484
55,8895.952192069044,33,0.0013518333435058594
56,9209.413585110717,45,0.0017807483673095703
57,8735.44180287943,29,0.0011277198791503906
58,8894.999225705691,44,0.0016980171203613281
59,8226.920456556636,34,0.0014123916625976562
60,8468.768724463378,45,0.0017299652099609375
61,8852.144351493771,31,0.001171112060546875
62,8318.630086968937,30,0.0011606216430664062
63,7699.200316828502,26,0.0009853839874267578
64,7117.803749254814,31,0.0011730194091796875
65,9032.27200896417,38,0.0014300346374511719
66,7923.771488744604,42,0.002032041549682617
67,8571.165311531,50,0.00196075439453125
68,8090.960520675604,41,0.0015604496002197266
69,8499.198669937265,30,0.0011889934539794922
70,8000.951357309187,35,0.0013420581817626953
71,9119.168135170505,36,0.0013730525970458984
72,8506.021182298382,33,0.0012891292572021484
73,9297.35924058873,44,0.0016734600067138672
74,9159.067068845812,43,0.0016052722930908203
75,7655.39806779496,29,0.001087188720703125
76,9049.88232791199,41,0.0015897750854492188
77,9162.087520438083,48,0.0019216537475585938
78,8611.790979310324,34,0.0013113021850585938
79,8746.286059470243,31,0.0012753009796142578
80,8893.23688097021,40,0.0015327930450439453
81,8346.29917649924,38,0.0014541149139404297
82,8851.877361416464,35,0.001374959945678711
83,8318.422940293614,31,0.0012004375457763672
84,7752.8326048855,33,0.0012664794921875
85,9483.02716002299,33,0.0012731552124023438
86,8855.140080695806,29,0.0011928081512451172
87,8894.102813988946,44,0.0016827583312988281
88,8350.261584909957,28,0.0010805130004882812
89,9046.947386767992,38,0.001489400863647461
90,6943.8214737046965,30,0.0011823177337646484
91,8388.43054558225,44,0.0019485950469970703
92,8992.897948905804,37,0.0014469623565673828
93,9875.322046968367,43,0.0016512870788574219
94,7673.838962119292,24,0.0009272098541259766
95,7984.630313547434,19,0.0007386207580566406
96,7423.912716600244,31,0.001234292984008789
97,7923.501982426482,34,0.0013082027435302734
98,8694.642832882964,36,0.0013833045959472656
99,7441.0831162547665,34,0.00133514404296875
100,8490.574515644985,42,0.0016286373138427734
101,8384.768623718968,35,0.0013120174407958984
102,8154.054240673367,35,0.0014655590057373047
103,7852.5417544508255,37,0.0014617443084716797
104,9333.60789168785,32,0.0012118816375732422
105,9210.021771637275,48,0.001821756362915039
106,8553.91629301397,32,0.001195669174194336
107,8511.966903860168,41,0.0015385150909423828
108,9300.695809563047,42,0.0016164779663085938
109,9063.11413093202,53,0.0019757747650146484
110,8668.982859229833,36,0.0013859272003173828
111,9049.4366860517,42,0.0015835762023925781
112,7864.480769998132,46,0.0017323493957519531
113,9074.128492336804,48,0.0025463104248046875
114,7535.778604116778,36,0.0014977455139160156
115,8087.869846637476,31,0.001199483871459961
116,8311.164404909023,30,0.0011577606201171875
117,9148.910827275773,39,0.0014896392822265625
118,8570.392830519322,41,0.0016064643859863281
119,9123.534500182712,49,0.0019121170043945312
120,8576.678711787128,30,0.0011529922485351562
121,9367.534970745992,41,0.0016002655029296875
122,8618.29209062046,37,0.0014064311981201172
123,8863.136727048506,35,0.0013568401336669922
124,7976.138771846097,30,0.0011615753173828125
125,9064.145846967616,38,0.0015902519226074219
126,8003.066071247932,32,0.001310110092163086
127,8001.965859504484,29,0.0011515617370605469
128,8222.023900649176,45,0.0017199516296386719
129,8165.737118236223,28,0.0010828971862792969
130,8001.556084639962,33,0.0013093948364257812
131,7664.269544791001,25,0.0009670257568359375
132,9732.168258188127,58,0.0022487640380859375
133,7945.3392251735,37,0.0014405250549316406
134,9510.41249765967,42,0.0016160011291503906
135,9419.724885733722,57,0.0022194385528564453
136,8927.825816185657,33,0.0013799667358398438
137,8879.377968107383,43,0.001766204833984375
138,9443.499577028648,45,0.0017313957214355469
139,7668.241078755603,28,0.0010726451873779297
140,8607.913703219827,49,0.0019032955169677734
141,8852.56063896164,30,0.0011534690856933594
142,8759.527310389796,39,0.0014934539794921875
143,8815.920114834946,46,0.0017862319946289062
144,8761.003106029351,44,0.0016727447509765625
145,7762.4072733222965,23,0.0008988380432128906
146,9354.229995496647,46,0.0017702579498291016
147,8922.726965301554,42,0.0017402172088623047
148,8309.405494361414,42,0.001646280288696289
149,7563.883279425161,26,0.0009808540344238281
150,8927.129573074755,46,0.001710653305053711
151,9218.680623780674,44,0.0017571449279785156
152,8494.168859821742,30,0.0011272430419921875
153,8388.89972896162,34,0.0012717247009277344
154,7696.600510481807,31,0.0011894702911376953
155,9919.796145572425,53,0.001968860626220703
156,8940.311867662727,34,0.0012936592102050781
157,8437.692677119245,37,0.0014379024505615234
158,7415.162473281021,25,0.0011909008026123047
159,7743.729025383755,41,0.0017650127410888672
160,7851.316180023212,45,0.0017168521881103516
161,7333.3538487114765,31,0.0011668205261230469
162,7881.668440947743,34,0.0012707710266113281
163,9176.224887744596,46,0.0017693042755126953
164,7509.046935185851,28,0.0010750293731689453
165,8946.990254789725,32,0.0012273788452148438
166,9703.078417493707,64,0.0023903846740722656
167,8142.131886891055,35,0.001302957534790039
168,8422.115418316607,31,0.0011954307556152344
169,7802.949071582777,29,0.0010938644409179688
170,8439.10538218225,33,0.0014083385467529297
171,8147.322229745376,25,0.000990152359008789
172,9492.551097361296,45,0.0017247200012207031
173,8319.052566951585,34,0.0012786388397216797
174,8492.977512300342,48,0.0018112659454345703
175,9274.632630660977,36,0.0013852119445800781
176,8254.313276838177,42,0.0015795230865478516
177,9006.379966681772,36,0.0013728141784667969
178,8598.993544266928,35,0.0013697147369384766
179,8343.01720826233,30,0.0011234283447265625
180,8505.935521498654,30,0.0011262893676757812
181,7984.769915371393,29,0.0011286735534667969
182,7737.114095357383,27,0.0014820098876953125
183,8956.99998748577,35,0.0014624595642089844
184,8489.433496503552,34,0.0014033317565917969
185,8433.373552876994,43,0.0016713142395019531
186,8998.983775914032,42,0.0015654563903808594
187,8967.98674497764,37,0.0014197826385498047
188,8471.279141647214,32,0.0012035369873046875
189,8411.225686335249,36,0.0013475418090820312
190,8339.676340798549,35,0.0013422966003417969
191,8379.234503080192,33,0.001237630844116211
192,8999.222024230512,37,0.0013875961303710938
193,9548.548197681259,38,0.00145721435546875
194,8076.285890645713,37,0.0015158653259277344
195,8245.018894448829,34,0.0013604164123535156
196,8484.498709279602,34,0.001321554183959961
197,8682.984556765947,42,0.0015785694122314453
198,8814.33132505164,42,0.0015764236450195312
199,7858.110410374591,32,0.0012562274932861328
200,8387.400842229408,38,0.001434326171875
201,9071.860861509947,38,0.0014352798461914062
202,9358.227134714663,33,0.0012798309326171875
203,7928.664683956704,32,0.0012140274047851562
204,8095.274477340528,36,0.0013649463653564453
205,8716.72039037661,40,0.0015456676483154297
206,8936.479808094438,44,0.0018863677978515625
207,7651.702530785276,39,0.0015697479248046875
208,9096.750475104245,42,0.0016202926635742188
209,7680.426039487165,30,0.0011372566223144531
