,utility,niter,time
0,30274.122519669785,89,0.005819559097290039
1,32358.611806945664,101,0.006006956100463867
2,26582.309595621584,82,0.006441831588745117
3,33889.158152980264,109,0.0076274871826171875
4,30575.28357859826,95,0.006252288818359375
5,30602.969555956864,98,0.005866527557373047
6,30531.52719012054,80,0.00474238395690918
7,32097.98709279191,94,0.005991220474243164
8,30591.964907759102,81,0.004813194274902344
9,27938.620091369783,75,0.004475116729736328
10,28892.708200146175,78,0.0049593448638916016
11,30384.962602609186,72,0.004468441009521484
12,29949.561406770546,101,0.005940675735473633
13,31607.14231490036,80,0.004713296890258789
14,30307.965780755134,84,0.0056378841400146484
15,31377.019211223553,91,0.00689244270324707
16,29376.75554544059,92,0.010445594787597656
17,30601.471785744463,87,0.022160053253173828
18,30619.835426185695,82,0.010076045989990234
19,30287.429523076862,86,0.007790327072143555
20,32017.553511180835,106,0.011384963989257812
21,30233.5192874954,76,0.01426076889038086
22,28671.739161153804,78,0.014061450958251953
23,30190.776086427915,96,0.02631402015686035
24,27590.663323852634,65,0.033179283142089844
25,32182.543665894773,108,0.013782262802124023
26,33040.765739556926,138,0.01422882080078125
27,32861.28134403564,116,0.012399911880493164
28,27789.30200734699,67,0.007887840270996094
29,30644.161898126138,96,0.008361577987670898
30,29688.545271766467,72,0.005874156951904297
31,30297.18672350009,80,0.0069446563720703125
32,32698.48789522906,97,0.0076100826263427734
33,30054.062014975585,87,0.007537126541137695
34,27882.116998267527,67,0.005076169967651367
35,29812.153756235093,86,0.0066568851470947266
36,31703.299335974512,78,0.005971193313598633
37,31369.880380634757,106,0.008838176727294922
38,29481.7994239217,101,0.009818553924560547
39,31075.012575746896,92,0.009420633316040039
40,30474.485863907823,93,0.01495504379272461
41,30520.341675121825,93,0.009464025497436523
42,31056.02857752969,106,0.009540796279907227
43,28694.417641272972,79,0.007425546646118164
44,30568.588537242096,103,0.007681846618652344
45,30757.664856929354,84,0.0066378116607666016
46,31801.57546124218,105,0.008363485336303711
47,28531.529394042387,71,0.006649971008300781
48,29814.103881130934,95,0.007232666015625
49,31422.852483774812,89,0.007242679595947266
50,32158.615682772797,100,0.008072376251220703
51,30476.92969978381,90,0.007242441177368164
52,29653.86546418361,91,0.006761074066162109
53,28571.8786994664,75,0.0056610107421875
54,29380.684422866416,80,0.00570225715637207
55,30224.90983202132,95,0.006360292434692383
56,32384.935113983942,75,0.0047643184661865234
57,29519.444086127376,91,0.005596160888671875
58,29723.3716759311,101,0.007279872894287109
59,30196.347447755354,82,0.005522727966308594
60,29974.708436460125,82,0.0059468746185302734
61,31844.47185596832,115,0.007909536361694336
62,30333.49557914214,110,0.006720781326293945
63,31283.890370494984,85,0.005074024200439453
64,29874.66999539303,104,0.009073972702026367
65,29963.841472536296,71,0.005045175552368164
66,32712.97256333301,122,0.009335517883300781
67,28890.856410032855,81,0.006992816925048828
68,31800.93926052486,107,0.010135650634765625
69,32111.704997833214,105,0.007508516311645508
70,29798.336619088383,81,0.007345438003540039
71,30207.39400531374,104,0.0077326297760009766
